order_id,item_id,shelf_location_x,shelf_location_y,zone,item_type,priority,quantity,order_timestamp
ORD_0008,apparel_accessories_4_2,4,2,apparel,accessories,2,3,2025-07-09 14:08:39.013494
ORD_0008,essentials_cleaning_7_9,7,9,essentials,cleaning,3,2,2025-07-09 20:05:39.013514
ORD_0008,seasonal_outdoor_9_3,9,3,seasonal,outdoor,1,1,2025-07-09 14:28:39.013534
ORD_0009,home_kitchen_13_3,13,3,home,kitchen,3,2,2025-07-09 02:48:39.013656
ORD_0009,essentials_beauty_7_8,7,8,essentials,beauty,1,2,2025-07-09 22:02:39.013678
ORD_0009,seasonal_holiday_7_1,7,1,seasonal,holiday,1,1,2025-07-10 01:44:39.013698
ORD_0010,apparel_accessories_4_3,4,3,apparel,accessories,1,2,2025-07-09 15:44:39.013822
ORD_0010,seasonal_garden_7_2,7,2,seasonal,garden,1,3,2025-07-09 21:08:39.013848
ORD_0010,apparel_women_1_5,1,5,apparel,women,2,1,2025-07-09 12:12:39.013867
ORD_0010,home_furniture_14_2,14,2,home,furniture,1,2,2025-07-09 12:12:39.013886
ORD_0011,seasonal_holiday_9_1,9,1,seasonal,holiday,1,1,2025-07-09 23:08:39.014001
ORD_0011,home_decor_13_2,13,2,home,decor,1,2,2025-07-09 10:52:39.014026
ORD_0011,home_bath_13_5,13,5,home,bath,1,1,2025-07-09 09:04:39.014049
ORD_0012,apparel_accessories_4_6,4,6,apparel,accessories,1,3,2025-07-10 02:15:39.014175
ORD_0012,essentials_cleaning_6_7,6,7,essentials,cleaning,2,1,2025-07-09 15:28:39.014205
ORD_0012,apparel_men_3_3,3,3,apparel,men,1,1,2025-07-09 08:41:39.014226
ORD_0012,apparel_women_1_4,1,4,apparel,women,1,1,2025-07-10 01:00:39.014244
ORD_0012,essentials_cleaning_9_6,9,6,essentials,cleaning,1,2,2025-07-09 03:00:39.014428
ORD_0013,apparel_kids_1_6,1,6,apparel,kids,3,1,2025-07-09 13:45:39.014610
ORD_0014,apparel_women_4_1,4,1,apparel,women,1,3,2025-07-09 13:56:39.014726
ORD_0014,seasonal_outdoor_8_3,8,3,seasonal,outdoor,2,2,2025-07-09 15:55:39.014749
ORD_0014,home_decor_14_3,14,3,home,decor,2,3,2025-07-10 00:13:39.014769
ORD_0015,apparel_men_3_1,3,1,apparel,men,1,1,2025-07-09 17:03:39.014875
ORD_0015,home_decor_13_5,13,5,home,decor,1,2,2025-07-09 10:17:39.014896
ORD_0015,seasonal_garden_7_2,7,2,seasonal,garden,1,2,2025-07-09 13:41:39.014915
ORD_0015,seasonal_holiday_7_3,7,3,seasonal,holiday,3,2,2025-07-09 03:31:39.014933
ORD_0016,home_kitchen_12_6,12,6,home,kitchen,3,3,2025-07-09 04:16:39.015036
ORD_0016,home_kitchen_13_6,13,6,home,kitchen,1,1,2025-07-09 21:51:39.015055
ORD_0016,apparel_women_4_4,4,4,apparel,women,1,2,2025-07-09 11:28:39.015074
ORD_0016,apparel_women_3_1,3,1,apparel,women,1,3,2025-07-09 05:46:39.015093
ORD_0017,apparel_kids_1_4,1,4,apparel,kids,3,3,2025-07-09 21:12:39.015372
ORD_0017,seasonal_holiday_8_1,8,1,seasonal,holiday,1,3,2025-07-09 22:00:39.015454
ORD_0017,home_bath_12_6,12,6,home,bath,1,3,2025-07-09 07:16:39.015475
ORD_0017,essentials_cleaning_7_7,7,7,essentials,cleaning,2,1,2025-07-10 00:13:39.015488
ORD_0017,home_kitchen_14_3,14,3,home,kitchen,1,2,2025-07-09 06:18:39.015502
ORD_0018,home_decor_13_5,13,5,home,decor,1,1,2025-07-09 20:45:39.015625
ORD_0018,home_decor_11_6,11,6,home,decor,2,2,2025-07-09 08:02:39.015643
ORD_0018,essentials_beauty_7_7,7,7,essentials,beauty,2,2,2025-07-09 21:46:39.015656
ORD_0019,home_kitchen_11_1,11,1,home,kitchen,3,2,2025-07-09 20:10:39.015742
ORD_0019,seasonal_outdoor_8_2,8,2,seasonal,outdoor,2,3,2025-07-09 12:51:39.015771
ORD_0019,essentials_cleaning_8_7,8,7,essentials,cleaning,2,2,2025-07-10 00:27:39.015789
ORD_0020,apparel_women_1_2,1,2,apparel,women,1,1,2025-07-09 06:03:39.015875
ORD_0020,home_bath_11_3,11,3,home,bath,1,2,2025-07-09 03:58:39.015891
ORD_0020,home_kitchen_13_4,13,4,home,kitchen,3,2,2025-07-09 23:58:39.015905
ORD_0020,apparel_men_1_4,1,4,apparel,men,2,2,2025-07-09 22:35:39.015920
ORD_0020,apparel_men_1_2,1,2,apparel,men,1,3,2025-07-09 18:14:39.015934
ORD_0021,apparel_accessories_2_3,2,3,apparel,accessories,1,3,2025-07-09 04:11:39.016015
ORD_0021,essentials_health_9_8,9,8,essentials,health,3,3,2025-07-09 03:41:39.016030
ORD_0021,home_kitchen_12_6,12,6,home,kitchen,3,1,2025-07-09 04:57:39.016043
ORD_0021,apparel_men_2_2,2,2,apparel,men,3,1,2025-07-09 04:22:39.016057
ORD_0021,home_furniture_13_6,13,6,home,furniture,1,2,2025-07-09 05:57:39.016070
ORD_0022,apparel_accessories_1_6,1,6,apparel,accessories,1,1,2025-07-09 13:07:39.016145
ORD_0022,essentials_cleaning_7_7,7,7,essentials,cleaning,2,2,2025-07-09 07:57:39.016159
ORD_0022,apparel_women_4_6,4,6,apparel,women,2,2,2025-07-09 15:30:39.016173
ORD_0022,essentials_cleaning_8_7,8,7,essentials,cleaning,2,1,2025-07-09 05:12:39.016188
ORD_0022,apparel_women_1_5,1,5,apparel,women,2,3,2025-07-09 09:14:39.016202
ORD_0023,seasonal_garden_6_3,6,3,seasonal,garden,3,1,2025-07-09 11:56:39.016279
ORD_0023,essentials_beauty_6_9,6,9,essentials,beauty,1,1,2025-07-09 17:40:39.016292
ORD_0024,seasonal_outdoor_9_1,9,1,seasonal,outdoor,2,2,2025-07-09 02:29:39.016368
ORD_0024,essentials_beauty_9_6,9,6,essentials,beauty,2,1,2025-07-09 06:53:39.016383
ORD_0025,apparel_kids_2_2,2,2,apparel,kids,3,3,2025-07-09 22:28:39.016458
ORD_0025,essentials_cleaning_6_6,6,6,essentials,cleaning,1,2,2025-07-09 12:46:39.016472
ORD_0025,home_decor_12_3,12,3,home,decor,1,3,2025-07-09 23:51:39.016485
ORD_0025,apparel_accessories_3_3,3,3,apparel,accessories,1,3,2025-07-09 06:06:39.016497
ORD_0025,seasonal_holiday_7_3,7,3,seasonal,holiday,3,3,2025-07-09 19:12:39.016510
ORD_0026,seasonal_holiday_6_1,6,1,seasonal,holiday,3,3,2025-07-10 01:47:39.016698
ORD_0026,seasonal_holiday_9_3,9,3,seasonal,holiday,3,1,2025-07-09 05:55:39.016755
ORD_0027,home_kitchen_14_1,14,1,home,kitchen,1,2,2025-07-09 02:30:39.016904
ORD_0027,home_bath_11_2,11,2,home,bath,1,2,2025-07-10 00:37:39.016937
ORD_0028,seasonal_outdoor_8_2,8,2,seasonal,outdoor,2,2,2025-07-09 15:19:39.017089
ORD_0029,home_furniture_11_1,11,1,home,furniture,3,2,2025-07-09 22:43:39.017268
ORD_0029,seasonal_holiday_9_3,9,3,seasonal,holiday,3,3,2025-07-09 19:17:39.017308
ORD_0030,home_bath_11_2,11,2,home,bath,1,3,2025-07-10 01:34:39.017426
ORD_0030,apparel_kids_1_4,1,4,apparel,kids,3,2,2025-07-09 21:18:39.017449
ORD_0030,seasonal_holiday_7_1,7,1,seasonal,holiday,1,2,2025-07-09 12:28:39.017468
ORD_0031,home_bath_14_6,14,6,home,bath,2,3,2025-07-09 15:05:39.017570
ORD_0031,home_bath_14_5,14,5,home,bath,2,3,2025-07-09 06:13:39.017591
ORD_0031,apparel_kids_4_6,4,6,apparel,kids,3,2,2025-07-09 13:21:39.017610
ORD_0031,essentials_cleaning_9_9,9,9,essentials,cleaning,3,2,2025-07-09 10:27:39.017628
ORD_0032,apparel_men_3_4,3,4,apparel,men,1,3,2025-07-09 08:37:39.017858
ORD_0032,essentials_beauty_6_9,6,9,essentials,beauty,1,1,2025-07-09 19:01:39.017931
ORD_0032,apparel_accessories_4_1,4,1,apparel,accessories,2,1,2025-07-09 08:34:39.017964
ORD_0033,home_kitchen_12_1,12,1,home,kitchen,1,1,2025-07-09 10:47:39.018191
ORD_0033,seasonal_holiday_7_4,7,4,seasonal,holiday,3,3,2025-07-09 05:12:39.018248
ORD_0034,apparel_accessories_3_3,3,3,apparel,accessories,1,2,2025-07-09 19:03:39.018399
ORD_0034,apparel_women_3_4,3,4,apparel,women,3,1,2025-07-09 08:44:39.018425
ORD_0035,home_furniture_12_4,12,4,home,furniture,1,1,2025-07-09 04:34:39.018544
ORD_0035,seasonal_garden_6_3,6,3,seasonal,garden,3,3,2025-07-09 11:57:39.018564
ORD_0036,seasonal_outdoor_9_1,9,1,seasonal,outdoor,2,1,2025-07-09 10:00:39.018677
ORD_0036,seasonal_outdoor_9_3,9,3,seasonal,outdoor,1,2,2025-07-09 08:14:39.018699
ORD_0037,home_furniture_12_1,12,1,home,furniture,1,3,2025-07-09 16:21:39.018810
ORD_0037,home_bath_11_6,11,6,home,bath,1,1,2025-07-09 20:21:39.018830
ORD_0038,seasonal_garden_7_2,7,2,seasonal,garden,1,3,2025-07-09 05:44:39.018937
ORD_0038,apparel_men_1_2,1,2,apparel,men,1,2,2025-07-09 03:48:39.018957
ORD_0038,apparel_kids_2_1,2,1,apparel,kids,1,1,2025-07-09 05:34:39.018976
ORD_0039,home_furniture_14_6,14,6,home,furniture,2,2,2025-07-09 10:58:39.019083
ORD_0039,apparel_accessories_2_5,2,5,apparel,accessories,3,3,2025-07-09 20:34:39.019104
ORD_0039,home_bath_14_5,14,5,home,bath,2,1,2025-07-09 14:51:39.019126
ORD_0039,home_furniture_11_1,11,1,home,furniture,3,3,2025-07-09 15:01:39.019148
ORD_0039,home_decor_14_6,14,6,home,decor,2,2,2025-07-09 02:32:39.019168
ORD_0040,essentials_cleaning_7_9,7,9,essentials,cleaning,3,2,2025-07-09 06:55:39.019277
ORD_0040,apparel_men_3_1,3,1,apparel,men,1,2,2025-07-09 05:06:39.019297
ORD_0040,home_decor_11_2,11,2,home,decor,2,3,2025-07-09 06:23:39.019316
ORD_0040,home_decor_14_2,14,2,home,decor,1,3,2025-07-09 11:04:39.019335
ORD_0041,apparel_men_1_4,1,4,apparel,men,2,1,2025-07-09 13:05:39.019445
ORD_0042,essentials_cleaning_7_9,7,9,essentials,cleaning,3,3,2025-07-09 03:57:39.019554
ORD_0042,home_decor_11_4,11,4,home,decor,2,1,2025-07-09 14:35:39.019575
ORD_0042,home_kitchen_13_4,13,4,home,kitchen,3,3,2025-07-09 08:33:39.019595
ORD_0042,apparel_men_4_5,4,5,apparel,men,3,2,2025-07-09 06:43:39.019615
ORD_0042,apparel_women_4_3,4,3,apparel,women,1,1,2025-07-09 05:06:39.019635
ORD_0043,essentials_beauty_9_6,9,6,essentials,beauty,2,2,2025-07-09 10:02:39.019744
ORD_0043,home_bath_12_6,12,6,home,bath,1,2,2025-07-09 02:57:39.019765
ORD_0043,seasonal_garden_9_2,9,2,seasonal,garden,2,1,2025-07-09 17:07:39.019800
ORD_0043,home_bath_14_6,14,6,home,bath,2,3,2025-07-09 03:59:39.019820
ORD_0044,home_kitchen_13_5,13,5,home,kitchen,2,2,2025-07-09 11:06:39.019939
ORD_0044,seasonal_outdoor_7_2,7,2,seasonal,outdoor,3,3,2025-07-09 16:04:39.019960
ORD_0044,apparel_women_4_1,4,1,apparel,women,1,1,2025-07-09 13:33:39.019979
ORD_0044,home_bath_14_6,14,6,home,bath,2,1,2025-07-09 16:14:39.019999
ORD_0044,home_furniture_11_2,11,2,home,furniture,3,3,2025-07-09 19:21:39.020018
ORD_0045,essentials_health_7_6,7,6,essentials,health,2,3,2025-07-09 13:00:39.020136
ORD_0045,home_decor_13_1,13,1,home,decor,3,2,2025-07-09 08:17:39.020156
ORD_0045,apparel_kids_3_4,3,4,apparel,kids,3,3,2025-07-09 20:50:39.020176
ORD_0046,home_furniture_14_1,14,1,home,furniture,2,1,2025-07-09 07:17:39.020289
ORD_0047,seasonal_garden_8_3,8,3,seasonal,garden,2,2,2025-07-09 20:28:39.020394
ORD_0047,home_decor_12_1,12,1,home,decor,2,2,2025-07-10 01:12:39.020415
ORD_0047,apparel_women_4_1,4,1,apparel,women,1,1,2025-07-09 06:57:39.020434
ORD_0047,apparel_accessories_2_5,2,5,apparel,accessories,3,2,2025-07-09 21:43:39.020454
ORD_0048,home_bath_11_5,11,5,home,bath,2,2,2025-07-09 19:21:39.020557
ORD_0048,apparel_kids_4_5,4,5,apparel,kids,2,1,2025-07-10 02:02:39.020576
ORD_0049,home_furniture_12_5,12,5,home,furniture,2,3,2025-07-09 19:10:39.020679
ORD_0049,home_kitchen_13_3,13,3,home,kitchen,3,2,2025-07-09 18:37:39.020698
ORD_0049,home_decor_14_5,14,5,home,decor,2,3,2025-07-09 12:04:39.020716
ORD_0049,essentials_cleaning_7_7,7,7,essentials,cleaning,2,3,2025-07-09 16:49:39.020735
ORD_0049,home_decor_12_5,12,5,home,decor,1,2,2025-07-09 21:12:39.020753
ORD_0050,apparel_men_1_4,1,4,apparel,men,2,2,2025-07-09 09:34:39.020856
ORD_0050,apparel_kids_1_5,1,5,apparel,kids,2,2,2025-07-09 09:00:39.020876
ORD_0050,essentials_cleaning_9_9,9,9,essentials,cleaning,3,3,2025-07-09 02:44:39.020895
ORD_0050,home_bath_11_3,11,3,home,bath,1,1,2025-07-09 09:34:39.020914
ORD_0050,home_bath_12_5,12,5,home,bath,1,3,2025-07-09 10:46:39.020933
ORD_0051,essentials_health_9_7,9,7,essentials,health,1,2,2025-07-09 20:36:39.021038
ORD_0052,seasonal_holiday_8_4,8,4,seasonal,holiday,1,1,2025-07-09 08:53:39.021143
ORD_0053,apparel_kids_2_3,2,3,apparel,kids,1,3,2025-07-09 09:44:39.021243
ORD_0053,essentials_health_7_7,7,7,essentials,health,2,3,2025-07-10 00:32:39.021258
ORD_0053,apparel_accessories_3_6,3,6,apparel,accessories,1,1,2025-07-10 00:16:39.021270
ORD_0053,seasonal_outdoor_6_1,6,1,seasonal,outdoor,3,3,2025-07-09 07:23:39.021283
ORD_0053,essentials_cleaning_9_7,9,7,essentials,cleaning,3,2,2025-07-09 09:41:39.021295
ORD_0054,seasonal_garden_9_4,9,4,seasonal,garden,3,3,2025-07-09 05:31:39.021365
ORD_0054,apparel_accessories_2_3,2,3,apparel,accessories,1,2,2025-07-10 01:31:39.021378
ORD_0054,apparel_accessories_4_3,4,3,apparel,accessories,1,2,2025-07-09 23:22:39.021390
ORD_0055,home_furniture_14_1,14,1,home,furniture,2,1,2025-07-09 15:06:39.021458
ORD_0055,apparel_women_2_4,2,4,apparel,women,2,2,2025-07-09 05:57:39.021472
ORD_0056,apparel_kids_1_2,1,2,apparel,kids,3,3,2025-07-09 12:50:39.021538
ORD_0056,seasonal_garden_9_1,9,1,seasonal,garden,2,3,2025-07-09 21:44:39.021551
ORD_0057,seasonal_garden_7_1,7,1,seasonal,garden,3,2,2025-07-09 21:55:39.021617
ORD_0057,essentials_beauty_8_7,8,7,essentials,beauty,3,1,2025-07-09 09:55:39.021629
ORD_0057,apparel_kids_1_5,1,5,apparel,kids,2,3,2025-07-09 23:22:39.021641
ORD_0058,home_decor_12_1,12,1,home,decor,2,1,2025-07-09 09:50:39.021707
ORD_0058,seasonal_outdoor_7_4,7,4,seasonal,outdoor,3,2,2025-07-10 01:13:39.021720
ORD_0058,seasonal_garden_8_2,8,2,seasonal,garden,3,2,2025-07-09 17:53:39.021731
ORD_0059,essentials_beauty_9_8,9,8,essentials,beauty,2,3,2025-07-09 10:28:39.021811
ORD_0059,home_bath_12_6,12,6,home,bath,1,2,2025-07-09 12:38:39.021827
ORD_0059,home_furniture_11_6,11,6,home,furniture,3,1,2025-07-09 19:47:39.021839
ORD_0060,home_bath_11_1,11,1,home,bath,2,2,2025-07-10 01:06:39.021907
ORD_0060,seasonal_garden_6_3,6,3,seasonal,garden,3,1,2025-07-09 14:34:39.021920
ORD_0060,apparel_kids_3_3,3,3,apparel,kids,1,2,2025-07-09 16:51:39.021932
ORD_0060,apparel_women_3_5,3,5,apparel,women,1,2,2025-07-10 00:57:39.021943
ORD_0060,seasonal_outdoor_8_3,8,3,seasonal,outdoor,2,3,2025-07-09 09:25:39.021955
ORD_0061,apparel_men_4_1,4,1,apparel,men,2,2,2025-07-09 22:23:39.022021
ORD_0061,seasonal_outdoor_9_2,9,2,seasonal,outdoor,2,2,2025-07-09 23:48:39.022034
ORD_0061,essentials_health_6_9,6,9,essentials,health,3,2,2025-07-10 01:47:39.022045
ORD_0061,essentials_cleaning_6_6,6,6,essentials,cleaning,1,1,2025-07-09 21:07:39.022057
ORD_0061,seasonal_garden_7_1,7,1,seasonal,garden,3,3,2025-07-09 14:30:39.022069
ORD_0062,apparel_women_2_2,2,2,apparel,women,1,2,2025-07-09 08:03:39.022135
ORD_0062,essentials_cleaning_9_7,9,7,essentials,cleaning,3,3,2025-07-09 03:05:39.022147
ORD_0062,home_furniture_11_1,11,1,home,furniture,3,1,2025-07-09 06:30:39.022159
ORD_0063,home_furniture_12_5,12,5,home,furniture,2,3,2025-07-09 14:02:39.022225
ORD_0063,apparel_women_4_5,4,5,apparel,women,1,3,2025-07-09 12:52:39.022237
ORD_0064,home_decor_11_5,11,5,home,decor,1,2,2025-07-09 11:52:39.022303
ORD_0064,apparel_accessories_1_3,1,3,apparel,accessories,1,1,2025-07-09 02:35:39.022317
ORD_0064,home_decor_11_3,11,3,home,decor,2,1,2025-07-09 07:07:39.022330
ORD_0065,apparel_men_2_2,2,2,apparel,men,3,3,2025-07-09 03:35:39.022397
ORD_0065,apparel_accessories_3_2,3,2,apparel,accessories,3,3,2025-07-09 05:04:39.022410
ORD_0066,seasonal_holiday_6_3,6,3,seasonal,holiday,3,3,2025-07-10 01:29:39.022475
ORD_0066,essentials_beauty_7_8,7,8,essentials,beauty,1,2,2025-07-09 02:46:39.022487
ORD_0067,essentials_cleaning_8_9,8,9,essentials,cleaning,1,3,2025-07-09 18:49:39.022554
ORD_0067,apparel_accessories_3_1,3,1,apparel,accessories,3,2,2025-07-09 19:17:39.022566
ORD_0068,home_furniture_11_1,11,1,home,furniture,3,3,2025-07-10 00:22:39.022632
ORD_0068,apparel_women_3_4,3,4,apparel,women,3,3,2025-07-09 03:11:39.022644
ORD_0068,seasonal_holiday_6_2,6,2,seasonal,holiday,3,3,2025-07-09 18:53:39.022656
ORD_0068,seasonal_garden_7_1,7,1,seasonal,garden,3,1,2025-07-09 11:30:39.022667
ORD_0068,home_kitchen_14_4,14,4,home,kitchen,2,3,2025-07-09 11:29:39.022679
ORD_0069,home_bath_11_1,11,1,home,bath,2,3,2025-07-09 21:30:39.022745
ORD_0069,apparel_accessories_3_4,3,4,apparel,accessories,2,1,2025-07-09 10:49:39.022757
ORD_0069,home_decor_13_5,13,5,home,decor,1,3,2025-07-09 15:01:39.022769
ORD_0069,home_decor_11_3,11,3,home,decor,2,2,2025-07-09 21:25:39.022780
ORD_0070,seasonal_holiday_8_1,8,1,seasonal,holiday,1,1,2025-07-09 16:18:39.022845
ORD_0070,seasonal_garden_9_3,9,3,seasonal,garden,1,1,2025-07-09 05:11:39.022857
ORD_0070,home_kitchen_14_1,14,1,home,kitchen,1,1,2025-07-09 07:41:39.022869
ORD_0070,seasonal_garden_7_2,7,2,seasonal,garden,1,1,2025-07-09 19:17:39.022880
ORD_0070,home_kitchen_12_4,12,4,home,kitchen,1,2,2025-07-09 18:48:39.022892
ORD_0071,apparel_accessories_4_6,4,6,apparel,accessories,1,2,2025-07-10 02:10:39.022958
ORD_0071,home_furniture_13_1,13,1,home,furniture,3,3,2025-07-09 11:24:39.022971
ORD_0071,apparel_women_2_5,2,5,apparel,women,1,2,2025-07-09 09:33:39.022983
ORD_0071,seasonal_holiday_8_1,8,1,seasonal,holiday,1,3,2025-07-09 07:18:39.022994
ORD_0071,apparel_women_3_5,3,5,apparel,women,1,3,2025-07-09 12:32:39.023006
ORD_0072,apparel_women_3_4,3,4,apparel,women,3,1,2025-07-09 03:04:39.023071
ORD_0072,essentials_cleaning_7_9,7,9,essentials,cleaning,3,3,2025-07-09 16:17:39.023083
ORD_0072,seasonal_garden_9_1,9,1,seasonal,garden,2,2,2025-07-09 02:56:39.023094
ORD_0072,seasonal_outdoor_6_1,6,1,seasonal,outdoor,3,3,2025-07-09 19:15:39.023106
ORD_0072,essentials_cleaning_6_6,6,6,essentials,cleaning,1,2,2025-07-09 13:17:39.023117
ORD_0073,seasonal_garden_8_4,8,4,seasonal,garden,1,1,2025-07-10 00:12:39.023184
ORD_0073,home_decor_13_1,13,1,home,decor,3,2,2025-07-09 10:50:39.023196
ORD_0074,essentials_cleaning_6_7,6,7,essentials,cleaning,2,1,2025-07-09 03:52:39.023262
ORD_0074,home_decor_11_5,11,5,home,decor,1,1,2025-07-09 20:15:39.023275
ORD_0074,home_furniture_11_4,11,4,home,furniture,3,3,2025-07-09 07:45:39.023286
ORD_0074,essentials_cleaning_9_9,9,9,essentials,cleaning,3,3,2025-07-09 10:16:39.023297
ORD_0075,seasonal_garden_6_3,6,3,seasonal,garden,3,1,2025-07-09 18:23:39.023364
ORD_0075,apparel_women_3_6,3,6,apparel,women,2,1,2025-07-09 22:23:39.023376
ORD_0075,home_bath_12_6,12,6,home,bath,1,1,2025-07-09 09:07:39.023387
ORD_0076,seasonal_garden_6_1,6,1,seasonal,garden,2,2,2025-07-09 17:41:39.023453
ORD_0076,apparel_kids_2_2,2,2,apparel,kids,3,3,2025-07-09 18:42:39.023465
ORD_0076,essentials_cleaning_9_7,9,7,essentials,cleaning,3,2,2025-07-09 09:22:39.023476
ORD_0076,apparel_men_1_5,1,5,apparel,men,3,3,2025-07-09 05:40:39.023488
ORD_0077,apparel_men_2_3,2,3,apparel,men,3,2,2025-07-09 22:24:39.023553
ORD_0077,home_bath_13_5,13,5,home,bath,1,1,2025-07-09 16:11:39.023565
ORD_0078,seasonal_garden_8_3,8,3,seasonal,garden,2,1,2025-07-09 16:26:39.023630
ORD_0078,home_kitchen_12_3,12,3,home,kitchen,2,3,2025-07-10 00:13:39.023642
ORD_0079,apparel_women_4_5,4,5,apparel,women,1,1,2025-07-09 20:47:39.023719
ORD_0080,home_decor_13_1,13,1,home,decor,3,1,2025-07-09 15:58:39.024080
ORD_0080,apparel_kids_2_1,2,1,apparel,kids,1,1,2025-07-09 05:16:39.024187
ORD_0080,home_kitchen_12_3,12,3,home,kitchen,2,2,2025-07-10 00:15:39.024238
ORD_0080,apparel_kids_4_2,4,2,apparel,kids,2,3,2025-07-09 10:02:39.024265
ORD_0080,apparel_women_3_6,3,6,apparel,women,2,1,2025-07-09 14:54:39.024284
ORD_0081,seasonal_outdoor_8_4,8,4,seasonal,outdoor,2,1,2025-07-09 23:52:39.024424
ORD_0081,home_kitchen_12_6,12,6,home,kitchen,3,2,2025-07-09 14:40:39.024448
ORD_0082,seasonal_holiday_6_1,6,1,seasonal,holiday,3,3,2025-07-09 23:35:39.024568
ORD_0083,apparel_women_4_2,4,2,apparel,women,2,1,2025-07-09 20:26:39.024682
ORD_0083,apparel_accessories_3_4,3,4,apparel,accessories,2,3,2025-07-09 18:09:39.024703
ORD_0083,essentials_beauty_8_6,8,6,essentials,beauty,1,1,2025-07-09 05:47:39.024722
ORD_0083,home_kitchen_13_5,13,5,home,kitchen,2,2,2025-07-09 12:54:39.024741
ORD_0084,seasonal_garden_8_2,8,2,seasonal,garden,3,1,2025-07-09 04:22:39.024849
ORD_0084,essentials_beauty_6_8,6,8,essentials,beauty,3,2,2025-07-09 04:31:39.024870
ORD_0084,home_decor_12_6,12,6,home,decor,1,3,2025-07-09 09:17:39.024889
ORD_0084,home_kitchen_13_6,13,6,home,kitchen,1,3,2025-07-09 17:12:39.024908
ORD_0084,seasonal_holiday_7_2,7,2,seasonal,holiday,3,3,2025-07-09 08:51:39.024928
ORD_0085,home_decor_11_2,11,2,home,decor,2,3,2025-07-09 19:50:39.025043
ORD_0085,seasonal_outdoor_8_1,8,1,seasonal,outdoor,1,3,2025-07-09 06:55:39.025075
ORD_0086,essentials_beauty_6_9,6,9,essentials,beauty,1,1,2025-07-09 06:53:39.025195
ORD_0087,seasonal_outdoor_8_1,8,1,seasonal,outdoor,1,2,2025-07-10 01:22:39.025316
ORD_0087,home_bath_12_6,12,6,home,bath,1,1,2025-07-09 19:53:39.025342
ORD_0087,seasonal_holiday_7_3,7,3,seasonal,holiday,3,2,2025-07-09 09:46:39.025362
ORD_0088,home_furniture_12_6,12,6,home,furniture,3,2,2025-07-09 22:48:39.025482
ORD_0088,apparel_women_1_3,1,3,apparel,women,2,3,2025-07-09 21:24:39.025508
ORD_0088,essentials_beauty_8_8,8,8,essentials,beauty,3,2,2025-07-09 21:27:39.025528
ORD_0088,essentials_health_9_8,9,8,essentials,health,3,3,2025-07-09 18:18:39.025550
ORD_0089,home_bath_13_5,13,5,home,bath,1,3,2025-07-09 10:50:39.025719
ORD_0090,apparel_accessories_3_3,3,3,apparel,accessories,1,1,2025-07-09 14:12:39.025846
ORD_0091,home_decor_14_2,14,2,home,decor,1,1,2025-07-09 19:25:39.025959
ORD_0092,home_kitchen_11_6,11,6,home,kitchen,1,3,2025-07-09 23:10:39.026085
