order_id,item_id,shelf_location_x,shelf_location_y,zone,item_type,priority,quantity,order_timestamp
ORD_0016,electronics_accessories_13_4,13,4,electronics,accessories,2,3,2025-07-09 05:40:38.976202
ORD_0016,home_kitchen_13_9,13,9,home,kitchen,3,1,2025-07-09 15:31:38.976214
ORD_0016,fashion_watches_5_7,5,7,fashion,watches,3,1,2025-07-10 02:12:38.976226
ORD_0016,home_kitchen_14_9,14,9,home,kitchen,1,2,2025-07-09 19:29:38.976237
ORD_0017,home_bathroom_14_9,14,9,home,bathroom,3,2,2025-07-09 22:20:38.976304
ORD_0017,books_non_fiction_4_3,4,3,books,non_fiction,1,1,2025-07-09 17:52:38.976317
ORD_0017,books_fiction_4_3,4,3,books,fiction,2,2,2025-07-10 02:12:38.976329
ORD_0017,books_fiction_4_2,4,2,books,fiction,1,3,2025-07-09 14:00:38.976340
ORD_0017,home_kitchen_16_7,16,7,home,kitchen,1,2,2025-07-09 16:02:38.976352
ORD_0018,fashion_watches_2_9,2,9,fashion,watches,3,3,2025-07-09 22:18:38.976422
ORD_0018,electronics_gaming_11_4,11,4,electronics,gaming,3,1,2025-07-09 07:08:38.976435
ORD_0018,electronics_computers_14_3,14,3,electronics,computers,1,2,2025-07-09 18:34:38.976447
ORD_0019,home_bedroom_15_8,15,8,home,bedroom,2,2,2025-07-09 12:35:38.976515
ORD_0019,fashion_watches_1_6,1,6,fashion,watches,1,2,2025-07-09 23:41:38.976527
ORD_0020,electronics_gaming_12_4,12,4,electronics,gaming,3,1,2025-07-09 19:35:38.976595
ORD_0021,fashion_jewelry_6_7,6,7,fashion,jewelry,3,3,2025-07-09 14:30:38.976662
ORD_0021,home_bathroom_12_7,12,7,home,bathroom,3,1,2025-07-10 01:53:38.976674
ORD_0021,books_non_fiction_1_1,1,1,books,non_fiction,1,2,2025-07-09 08:50:38.976686
ORD_0021,books_fiction_4_2,4,2,books,fiction,1,3,2025-07-09 17:32:38.976697
ORD_0022,home_kitchen_15_8,15,8,home,kitchen,2,3,2025-07-09 16:02:38.976764
ORD_0022,home_bedroom_11_9,11,9,home,bedroom,1,1,2025-07-09 08:33:38.976777
ORD_0022,home_bedroom_16_9,16,9,home,bedroom,2,2,2025-07-09 21:42:38.976788
ORD_0023,fashion_clothing_1_6,1,6,fashion,clothing,2,3,2025-07-09 03:55:38.976856
ORD_0023,home_kitchen_12_6,12,6,home,kitchen,1,3,2025-07-09 09:24:38.976868
ORD_0023,electronics_accessories_16_4,16,4,electronics,accessories,2,2,2025-07-09 08:54:38.976880
ORD_0023,electronics_accessories_15_4,15,4,electronics,accessories,1,2,2025-07-09 16:29:38.976891
ORD_0023,books_fiction_1_3,1,3,books,fiction,3,1,2025-07-09 19:43:38.976903
ORD_0024,electronics_accessories_12_1,12,1,electronics,accessories,2,2,2025-07-09 05:39:38.976971
ORD_0024,books_fiction_4_3,4,3,books,fiction,2,1,2025-07-10 00:33:38.976983
ORD_0024,books_non_fiction_1_4,1,4,books,non_fiction,3,1,2025-07-09 16:18:38.976995
ORD_0024,home_bathroom_15_8,15,8,home,bathroom,3,1,2025-07-09 14:58:38.977006
ORD_0024,books_textbooks_2_4,2,4,books,textbooks,1,3,2025-07-09 18:21:38.977018
ORD_0025,home_kitchen_11_8,11,8,home,kitchen,1,2,2025-07-09 23:25:38.977086
ORD_0025,home_bedroom_15_9,15,9,home,bedroom,1,3,2025-07-09 07:46:38.977098
ORD_0026,home_bedroom_13_7,13,7,home,bedroom,2,3,2025-07-09 21:29:38.977164
ORD_0026,fashion_jewelry_3_9,3,9,fashion,jewelry,3,3,2025-07-09 15:23:38.977176
ORD_0026,electronics_accessories_12_3,12,3,electronics,accessories,3,3,2025-07-09 10:23:38.977188
ORD_0027,home_bedroom_11_9,11,9,home,bedroom,1,2,2025-07-09 03:07:38.977267
ORD_0027,home_bathroom_14_7,14,7,home,bathroom,1,3,2025-07-09 11:56:38.977290
ORD_0027,books_fiction_4_3,4,3,books,fiction,2,1,2025-07-09 14:09:38.977302
ORD_0028,fashion_watches_2_7,2,7,fashion,watches,1,3,2025-07-09 23:51:38.977375
ORD_0028,books_textbooks_5_3,5,3,books,textbooks,1,3,2025-07-09 20:02:38.977389
ORD_0028,electronics_computers_15_1,15,1,electronics,computers,2,1,2025-07-09 20:36:38.977400
ORD_0029,fashion_jewelry_3_8,3,8,fashion,jewelry,3,1,2025-07-09 09:23:38.977469
ORD_0029,home_bedroom_16_7,16,7,home,bedroom,2,2,2025-07-09 20:46:38.977481
ORD_0029,books_non_fiction_3_3,3,3,books,non_fiction,1,1,2025-07-09 11:19:38.977493
ORD_0030,home_kitchen_13_6,13,6,home,kitchen,1,2,2025-07-09 15:38:38.977563
ORD_0031,fashion_jewelry_2_9,2,9,fashion,jewelry,1,2,2025-07-09 03:42:38.977628
ORD_0031,fashion_jewelry_6_9,6,9,fashion,jewelry,3,2,2025-07-09 06:55:38.977640
ORD_0032,books_non_fiction_5_1,5,1,books,non_fiction,3,2,2025-07-09 03:44:38.977705
ORD_0032,books_textbooks_4_2,4,2,books,textbooks,2,2,2025-07-09 11:06:38.977717
ORD_0032,home_bathroom_11_9,11,9,home,bathroom,1,2,2025-07-09 13:15:38.977729
ORD_0033,home_bedroom_16_7,16,7,home,bedroom,2,1,2025-07-09 19:02:38.977793
ORD_0033,books_non_fiction_3_3,3,3,books,non_fiction,1,3,2025-07-09 04:21:38.977804
ORD_0033,books_non_fiction_5_2,5,2,books,non_fiction,1,1,2025-07-09 19:25:38.977816
ORD_0034,fashion_watches_4_9,4,9,fashion,watches,3,3,2025-07-09 04:49:38.977881
ORD_0034,books_non_fiction_5_1,5,1,books,non_fiction,3,3,2025-07-09 07:38:38.977893
ORD_0034,electronics_gaming_11_3,11,3,electronics,gaming,1,3,2025-07-09 18:11:38.977904
ORD_0035,electronics_accessories_16_4,16,4,electronics,accessories,2,1,2025-07-09 03:50:38.977969
ORD_0035,home_bathroom_13_6,13,6,home,bathroom,3,1,2025-07-09 08:42:38.977981
ORD_0035,fashion_clothing_6_7,6,7,fashion,clothing,2,2,2025-07-09 17:46:38.977993
ORD_0035,home_bathroom_14_8,14,8,home,bathroom,1,2,2025-07-09 15:13:38.978004
ORD_0036,books_textbooks_6_4,6,4,books,textbooks,3,3,2025-07-09 16:28:38.978068
ORD_0036,electronics_gaming_12_4,12,4,electronics,gaming,3,3,2025-07-09 13:24:38.978079
ORD_0037,home_kitchen_12_7,12,7,home,kitchen,1,3,2025-07-09 22:31:38.978146
ORD_0037,books_fiction_5_2,5,2,books,fiction,2,1,2025-07-09 11:38:38.978157
ORD_0037,electronics_accessories_15_3,15,3,electronics,accessories,2,2,2025-07-09 09:58:38.978169
ORD_0037,fashion_watches_5_7,5,7,fashion,watches,3,3,2025-07-09 16:49:38.978180
ORD_0037,home_kitchen_16_9,16,9,home,kitchen,3,1,2025-07-09 11:21:38.978191
ORD_0038,electronics_computers_16_4,16,4,electronics,computers,3,2,2025-07-09 02:52:38.978256
ORD_0038,books_textbooks_2_3,2,3,books,textbooks,2,2,2025-07-10 00:24:38.978268
ORD_0039,electronics_accessories_16_1,16,1,electronics,accessories,2,1,2025-07-10 02:22:38.978332
ORD_0040,books_non_fiction_2_2,2,2,books,non_fiction,1,3,2025-07-09 10:47:38.978398
ORD_0041,books_textbooks_2_2,2,2,books,textbooks,1,1,2025-07-09 14:47:38.978466
ORD_0042,home_kitchen_11_8,11,8,home,kitchen,1,3,2025-07-09 03:38:38.978531
ORD_0042,books_fiction_3_4,3,4,books,fiction,3,2,2025-07-09 19:27:38.978543
ORD_0042,fashion_watches_2_6,2,6,fashion,watches,1,2,2025-07-09 13:00:38.978554
ORD_0042,electronics_computers_13_2,13,2,electronics,computers,1,2,2025-07-09 06:51:38.978565
ORD_0042,home_bathroom_14_7,14,7,home,bathroom,1,3,2025-07-09 10:49:38.978577
ORD_0043,home_bedroom_13_7,13,7,home,bedroom,2,2,2025-07-09 22:31:38.978642
ORD_0043,fashion_jewelry_4_7,4,7,fashion,jewelry,2,2,2025-07-09 18:50:38.978654
ORD_0043,home_kitchen_13_8,13,8,home,kitchen,1,2,2025-07-09 11:30:38.978666
ORD_0043,electronics_computers_12_3,12,3,electronics,computers,3,2,2025-07-09 21:56:38.978677
ORD_0044,home_bedroom_16_7,16,7,home,bedroom,2,3,2025-07-09 19:05:38.978742
ORD_0044,fashion_watches_5_7,5,7,fashion,watches,3,1,2025-07-10 01:06:38.978755
ORD_0044,home_bathroom_13_9,13,9,home,bathroom,1,3,2025-07-09 07:42:38.978766
ORD_0044,electronics_gaming_12_3,12,3,electronics,gaming,2,2,2025-07-09 15:07:38.978778
ORD_0044,electronics_accessories_11_2,11,2,electronics,accessories,2,1,2025-07-09 20:48:38.978789
ORD_0045,electronics_computers_15_4,15,4,electronics,computers,2,2,2025-07-09 11:07:38.978854
ORD_0045,home_kitchen_14_7,14,7,home,kitchen,2,2,2025-07-09 18:41:38.978866
ORD_0046,books_non_fiction_3_1,3,1,books,non_fiction,1,3,2025-07-09 22:26:38.978931
ORD_0047,books_non_fiction_6_1,6,1,books,non_fiction,3,1,2025-07-10 01:13:38.978997
ORD_0047,electronics_accessories_13_2,13,2,electronics,accessories,2,1,2025-07-09 21:05:38.979009
ORD_0048,fashion_jewelry_5_6,5,6,fashion,jewelry,3,2,2025-07-09 14:11:38.979075
ORD_0048,books_non_fiction_3_2,3,2,books,non_fiction,3,2,2025-07-09 07:14:38.979086
ORD_0048,electronics_gaming_15_2,15,2,electronics,gaming,3,1,2025-07-09 18:47:38.979097
ORD_0048,fashion_jewelry_3_6,3,6,fashion,jewelry,1,3,2025-07-09 17:23:38.979109
ORD_0048,books_fiction_1_1,1,1,books,fiction,2,3,2025-07-09 07:06:38.979119
ORD_0049,books_textbooks_2_2,2,2,books,textbooks,1,3,2025-07-09 16:23:38.979183
ORD_0049,fashion_watches_4_9,4,9,fashion,watches,3,2,2025-07-09 19:10:38.979195
ORD_0049,fashion_clothing_2_6,2,6,fashion,clothing,2,1,2025-07-09 14:14:38.979206
ORD_0050,books_textbooks_4_4,4,4,books,textbooks,3,3,2025-07-09 17:51:38.979285
ORD_0050,fashion_clothing_1_8,1,8,fashion,clothing,1,1,2025-07-09 08:23:38.979301
ORD_0050,books_non_fiction_2_1,2,1,books,non_fiction,2,3,2025-07-09 16:33:38.979312
ORD_0050,fashion_watches_3_6,3,6,fashion,watches,1,1,2025-07-09 05:11:38.979324
ORD_0050,home_kitchen_15_7,15,7,home,kitchen,3,2,2025-07-09 13:46:38.979335
ORD_0051,books_non_fiction_4_1,4,1,books,non_fiction,2,1,2025-07-10 02:24:38.979402
ORD_0052,fashion_jewelry_2_8,2,8,fashion,jewelry,3,2,2025-07-10 00:31:38.979468
ORD_0053,books_non_fiction_4_1,4,1,books,non_fiction,2,3,2025-07-09 18:13:38.979534
ORD_0054,fashion_watches_6_8,6,8,fashion,watches,1,1,2025-07-09 21:17:38.979600
ORD_0054,fashion_jewelry_4_7,4,7,fashion,jewelry,2,2,2025-07-09 16:34:38.979612
ORD_0054,books_textbooks_3_1,3,1,books,textbooks,2,1,2025-07-09 09:21:38.979623
ORD_0055,electronics_gaming_13_4,13,4,electronics,gaming,2,1,2025-07-09 18:42:38.979688
ORD_0055,home_bathroom_11_8,11,8,home,bathroom,1,3,2025-07-09 03:08:38.979700
ORD_0055,fashion_watches_4_9,4,9,fashion,watches,3,3,2025-07-09 11:40:38.979711
ORD_0055,home_kitchen_11_8,11,8,home,kitchen,1,1,2025-07-09 03:18:38.979722
ORD_0055,fashion_watches_5_9,5,9,fashion,watches,2,1,2025-07-09 22:53:38.979734
ORD_0056,fashion_jewelry_4_7,4,7,fashion,jewelry,2,2,2025-07-09 08:46:38.979799
ORD_0057,books_fiction_2_3,2,3,books,fiction,3,1,2025-07-09 04:43:38.979865
ORD_0057,home_kitchen_12_9,12,9,home,kitchen,3,2,2025-07-09 12:00:38.979876
ORD_0057,home_kitchen_12_8,12,8,home,kitchen,1,3,2025-07-09 20:03:38.979888
ORD_0057,home_bathroom_12_7,12,7,home,bathroom,3,2,2025-07-10 00:04:38.979900
ORD_0057,books_textbooks_5_2,5,2,books,textbooks,3,2,2025-07-09 09:16:38.979911
ORD_0058,fashion_clothing_1_6,1,6,fashion,clothing,2,3,2025-07-09 23:10:38.979978
ORD_0058,electronics_gaming_14_4,14,4,electronics,gaming,2,1,2025-07-09 13:57:38.979990
ORD_0058,home_bedroom_15_8,15,8,home,bedroom,2,2,2025-07-09 08:57:38.980001
ORD_0059,home_bathroom_15_6,15,6,home,bathroom,3,3,2025-07-09 19:40:38.980067
ORD_0059,home_bedroom_16_7,16,7,home,bedroom,2,2,2025-07-09 11:30:38.980079
ORD_0059,home_kitchen_14_7,14,7,home,kitchen,2,2,2025-07-09 06:45:38.980091
ORD_0059,fashion_clothing_6_8,6,8,fashion,clothing,2,1,2025-07-09 10:01:38.980102
ORD_0059,books_non_fiction_4_2,4,2,books,non_fiction,3,2,2025-07-09 10:46:38.980113
ORD_0060,books_fiction_3_1,3,1,books,fiction,2,1,2025-07-09 11:54:38.980178
ORD_0060,fashion_watches_3_9,3,9,fashion,watches,3,3,2025-07-09 09:42:38.980190
ORD_0060,fashion_watches_6_6,6,6,fashion,watches,3,2,2025-07-09 03:15:38.980201
ORD_0060,books_non_fiction_3_1,3,1,books,non_fiction,1,2,2025-07-09 14:37:38.980212
ORD_0060,fashion_jewelry_4_9,4,9,fashion,jewelry,2,2,2025-07-09 02:43:38.980223
ORD_0061,electronics_computers_11_2,11,2,electronics,computers,3,2,2025-07-09 07:26:38.980288
ORD_0061,electronics_computers_16_1,16,1,electronics,computers,2,1,2025-07-09 03:10:38.980299
ORD_0061,electronics_accessories_15_4,15,4,electronics,accessories,1,2,2025-07-09 21:08:38.980310
ORD_0061,home_bathroom_11_7,11,7,home,bathroom,3,1,2025-07-10 02:19:38.980321
ORD_0062,home_bedroom_13_9,13,9,home,bedroom,1,3,2025-07-09 19:04:38.980386
ORD_0063,fashion_watches_3_6,3,6,fashion,watches,1,3,2025-07-09 20:04:38.980452
ORD_0063,home_bedroom_13_6,13,6,home,bedroom,2,2,2025-07-09 17:30:38.980464
ORD_0063,books_textbooks_4_4,4,4,books,textbooks,3,2,2025-07-09 12:49:38.980475
ORD_0064,home_bathroom_13_9,13,9,home,bathroom,1,1,2025-07-09 14:28:38.980539
ORD_0064,fashion_clothing_1_7,1,7,fashion,clothing,1,2,2025-07-09 20:20:38.980551
ORD_0065,books_textbooks_4_1,4,1,books,textbooks,2,1,2025-07-09 17:25:38.980615
ORD_0065,books_non_fiction_4_1,4,1,books,non_fiction,2,3,2025-07-09 14:26:38.980627
ORD_0065,fashion_jewelry_3_6,3,6,fashion,jewelry,1,3,2025-07-09 10:42:38.980638
ORD_0065,books_textbooks_5_3,5,3,books,textbooks,1,1,2025-07-09 03:42:38.980649
ORD_0066,electronics_computers_12_4,12,4,electronics,computers,2,3,2025-07-09 02:49:38.980712
ORD_0066,electronics_computers_11_2,11,2,electronics,computers,3,1,2025-07-09 16:38:38.980724
ORD_0066,electronics_accessories_12_1,12,1,electronics,accessories,2,1,2025-07-09 11:16:38.980735
ORD_0066,books_fiction_1_4,1,4,books,fiction,3,3,2025-07-09 12:51:38.980746
ORD_0066,electronics_accessories_14_3,14,3,electronics,accessories,1,1,2025-07-10 00:28:38.980757
ORD_0067,electronics_computers_15_4,15,4,electronics,computers,2,3,2025-07-10 00:17:38.980821
ORD_0067,electronics_gaming_14_1,14,1,electronics,gaming,3,2,2025-07-10 02:02:38.980834
ORD_0067,electronics_computers_13_1,13,1,electronics,computers,3,3,2025-07-09 19:45:38.980845
ORD_0068,home_bathroom_11_6,11,6,home,bathroom,1,3,2025-07-09 21:06:38.980909
ORD_0068,fashion_clothing_6_8,6,8,fashion,clothing,2,3,2025-07-09 10:21:38.980921
ORD_0068,home_kitchen_16_9,16,9,home,kitchen,3,3,2025-07-10 00:45:38.980932
ORD_0068,home_bathroom_16_9,16,9,home,bathroom,3,2,2025-07-09 05:45:38.980944
ORD_0069,electronics_computers_11_1,11,1,electronics,computers,2,2,2025-07-10 01:29:38.981008
ORD_0069,books_textbooks_2_4,2,4,books,textbooks,1,3,2025-07-09 21:20:38.981020
ORD_0069,home_bedroom_15_8,15,8,home,bedroom,2,1,2025-07-09 05:43:38.981031
ORD_0069,electronics_accessories_11_1,11,1,electronics,accessories,1,2,2025-07-09 14:56:38.981042
ORD_0070,home_bathroom_11_6,11,6,home,bathroom,1,3,2025-07-09 08:00:38.981108
ORD_0070,fashion_jewelry_3_8,3,8,fashion,jewelry,3,1,2025-07-09 14:18:38.981120
ORD_0070,books_fiction_3_1,3,1,books,fiction,2,2,2025-07-09 11:51:38.981131
ORD_0070,electronics_accessories_14_4,14,4,electronics,accessories,1,3,2025-07-09 09:57:38.981142
ORD_0070,books_non_fiction_4_2,4,2,books,non_fiction,3,3,2025-07-09 12:40:38.981153
ORD_0071,electronics_accessories_13_4,13,4,electronics,accessories,2,3,2025-07-09 11:16:38.981218
ORD_0071,home_bedroom_15_9,15,9,home,bedroom,1,3,2025-07-09 20:18:38.981229
ORD_0071,electronics_accessories_16_3,16,3,electronics,accessories,3,2,2025-07-09 19:16:38.981240
ORD_0072,electronics_gaming_16_3,16,3,electronics,gaming,3,2,2025-07-09 13:20:38.981317
ORD_0072,home_bedroom_13_9,13,9,home,bedroom,1,1,2025-07-09 09:52:38.981333
ORD_0072,fashion_clothing_6_7,6,7,fashion,clothing,2,3,2025-07-09 04:15:38.981345
ORD_0072,home_bathroom_13_6,13,6,home,bathroom,3,1,2025-07-09 17:20:38.981356
ORD_0073,books_fiction_3_1,3,1,books,fiction,2,2,2025-07-09 03:02:38.981422
ORD_0074,fashion_clothing_6_8,6,8,fashion,clothing,2,2,2025-07-09 08:14:38.981488
ORD_0074,books_textbooks_4_2,4,2,books,textbooks,2,3,2025-07-09 10:11:38.981500
ORD_0074,electronics_accessories_12_3,12,3,electronics,accessories,3,2,2025-07-09 22:50:38.981512
ORD_0075,electronics_computers_15_2,15,2,electronics,computers,3,2,2025-07-09 22:26:38.981576
ORD_0075,books_textbooks_5_4,5,4,books,textbooks,1,1,2025-07-09 08:00:38.981588
ORD_0076,home_bedroom_14_7,14,7,home,bedroom,3,3,2025-07-09 19:16:38.981653
ORD_0076,books_fiction_4_3,4,3,books,fiction,2,2,2025-07-09 22:35:38.981665
ORD_0076,electronics_gaming_13_3,13,3,electronics,gaming,3,2,2025-07-09 05:15:38.981677
ORD_0077,home_bedroom_15_8,15,8,home,bedroom,2,2,2025-07-09 10:15:38.981740
ORD_0077,electronics_computers_14_4,14,4,electronics,computers,3,1,2025-07-09 18:22:38.981753
ORD_0077,electronics_computers_11_3,11,3,electronics,computers,1,2,2025-07-09 22:35:38.981764
ORD_0077,home_bathroom_11_6,11,6,home,bathroom,1,1,2025-07-09 22:33:38.981775
ORD_0077,fashion_clothing_6_9,6,9,fashion,clothing,3,2,2025-07-09 06:17:38.981786
ORD_0078,home_bedroom_12_8,12,8,home,bedroom,2,1,2025-07-09 23:34:38.981852
ORD_0078,fashion_jewelry_2_7,2,7,fashion,jewelry,2,2,2025-07-09 22:47:38.981863
ORD_0078,books_fiction_1_3,1,3,books,fiction,3,2,2025-07-10 01:54:38.981874
ORD_0078,fashion_watches_3_8,3,8,fashion,watches,2,3,2025-07-09 03:09:38.981886
ORD_0079,fashion_clothing_5_9,5,9,fashion,clothing,1,3,2025-07-09 13:29:38.981950
ORD_0080,fashion_clothing_6_8,6,8,fashion,clothing,2,1,2025-07-10 00:04:38.982015
ORD_0080,home_bathroom_16_9,16,9,home,bathroom,3,1,2025-07-09 21:21:38.982027
ORD_0080,books_non_fiction_5_1,5,1,books,non_fiction,3,3,2025-07-09 22:22:38.982038
ORD_0081,home_kitchen_12_7,12,7,home,kitchen,1,1,2025-07-09 22:20:38.982105
ORD_0081,home_bedroom_16_9,16,9,home,bedroom,2,1,2025-07-09 06:36:38.982117
ORD_0081,fashion_clothing_2_8,2,8,fashion,clothing,2,2,2025-07-09 15:18:38.982129
ORD_0081,fashion_jewelry_2_7,2,7,fashion,jewelry,2,2,2025-07-09 23:25:38.982141
ORD_0082,fashion_clothing_3_9,3,9,fashion,clothing,2,3,2025-07-10 00:58:38.982206
ORD_0083,home_bathroom_15_6,15,6,home,bathroom,3,3,2025-07-09 07:11:38.982274
ORD_0083,electronics_computers_15_2,15,2,electronics,computers,3,3,2025-07-09 15:24:38.982289
ORD_0084,books_fiction_1_2,1,2,books,fiction,1,3,2025-07-09 23:15:38.982359
ORD_0084,books_textbooks_2_2,2,2,books,textbooks,1,1,2025-07-10 01:22:38.982372
ORD_0084,fashion_watches_2_8,2,8,fashion,watches,2,3,2025-07-09 18:18:38.982384
ORD_0084,electronics_accessories_16_2,16,2,electronics,accessories,1,1,2025-07-10 01:50:38.982396
ORD_0085,fashion_clothing_1_6,1,6,fashion,clothing,2,1,2025-07-09 03:58:38.982461
ORD_0085,fashion_clothing_4_7,4,7,fashion,clothing,2,1,2025-07-09 05:40:38.982473
ORD_0085,home_bathroom_15_7,15,7,home,bathroom,3,3,2025-07-09 13:16:38.982485
ORD_0085,fashion_clothing_2_6,2,6,fashion,clothing,2,1,2025-07-09 13:06:38.982496
ORD_0086,home_bathroom_12_7,12,7,home,bathroom,3,2,2025-07-09 05:41:38.982561
ORD_0086,home_kitchen_12_8,12,8,home,kitchen,1,3,2025-07-09 14:13:38.982573
ORD_0087,books_non_fiction_2_2,2,2,books,non_fiction,1,1,2025-07-09 15:40:38.982638
ORD_0087,fashion_watches_5_6,5,6,fashion,watches,2,2,2025-07-09 16:18:38.982650
ORD_0087,home_kitchen_13_8,13,8,home,kitchen,1,3,2025-07-10 01:32:38.982661
ORD_0088,fashion_watches_2_7,2,7,fashion,watches,1,1,2025-07-09 23:39:38.982726
ORD_0088,electronics_accessories_13_4,13,4,electronics,accessories,2,1,2025-07-09 11:04:38.982737
ORD_0088,electronics_computers_14_4,14,4,electronics,computers,3,1,2025-07-09 14:55:38.982749
ORD_0088,fashion_watches_1_6,1,6,fashion,watches,1,3,2025-07-09 14:46:38.982760
ORD_0088,fashion_jewelry_6_8,6,8,fashion,jewelry,3,1,2025-07-09 06:12:38.982772
ORD_0089,home_bedroom_14_9,14,9,home,bedroom,2,2,2025-07-09 04:03:38.982837
ORD_0089,fashion_watches_5_8,5,8,fashion,watches,1,3,2025-07-09 09:40:38.982849
ORD_0089,home_bathroom_15_8,15,8,home,bathroom,3,2,2025-07-09 20:08:38.982860
ORD_0089,home_kitchen_14_8,14,8,home,kitchen,3,1,2025-07-09 16:02:38.982871
ORD_0090,fashion_watches_1_6,1,6,fashion,watches,1,3,2025-07-09 06:26:38.982935
ORD_0090,home_bathroom_13_6,13,6,home,bathroom,3,2,2025-07-09 16:54:38.982947
ORD_0090,books_non_fiction_3_4,3,4,books,non_fiction,2,2,2025-07-09 23:50:38.982958
ORD_0090,home_bathroom_16_9,16,9,home,bathroom,3,3,2025-07-09 21:15:38.982969
ORD_0091,electronics_gaming_14_4,14,4,electronics,gaming,2,2,2025-07-09 07:09:38.983035
